product_id,name,brand,size_text,ean,current_food_group,current_sub_code,canonical_main_code,canonical_sub_code
12183,"Forte Superiore kõva itaaliapärane juust, 180 g",Forte Superiore,180 g,4740553698120,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12206,"Coop vähendatud rasvasisaldusega margariin 60%, 400 g",Coop,400 g,7340191173873,,,dairy_eggs_fats,dairy_butter_margarine
12207,"Alpro kookosjook riisiga, laktoosivaba, vegan, 1l",Alpro,1 l,5411188116592,bakery,bakery_cakes_pastries,dairy_eggs_fats,dairy_plant_drinks
12208,"Smuuti õuna, maasika, mustika jakaerahelvestega, CORNY, 120 g",Corny,120 g,7310100592125,bakery,bakery_other,drinks,drinks_juices
12234,"Lemmik BBQ majonees, 200 g",Lemmik BBQ,200 g,4740502002398,,,sauces_oils,sauces_ketchup_mayo
12239,Joogijogurt maasika-nektariini 900 g,Joogijogurt,900 g,4740125525144,dairy_eggs_fats,dairy_yogurt_kefir,dairy_eggs_fats,dairy_yogurt_kefir
12248,"Coop Parmigiano Reggiano juust, 150 g",Coop Parmigiano,150 g,7340191157040,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12263,"Kotimaista Red Label Emmental juust, 500 g",Kotimaista Red,500 g,6414891802249,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12271,OLYMPUS Salatijuust laktoosivaba 150g,OLYMPUS Salatijuust,150 g,5202178011702,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12273,"Požarski kotlet, TALLEGG, 350 g",TALLEGG Pozarski,350 g,4740046005435,,,dry_preserves,dry_ready_meals_jars
12283,Hakkliha ciabatta pizza 225 g,Hakkliha,225 g,4745010587221,meat_fish,meat_minced,dry_preserves,dry_ready_meals_jars
12304,"Sojajook, 1 l","Sojajook,",1 l,6414893397002,,,dairy_eggs_fats,dairy_plant_drinks
12309,USIN Delikatess suitsukanasalat 200 g,USIN Delikatess,200 g,4740584000657,produce,,dry_preserves,dry_ready_meals_jars
12320,"Alpro No Sugars suhkruvaba fermenteeritud sojatoode, maitsestamata 400 g",Alpro No,400 g,5411188138099,dry_preserves,dry_other,dairy_eggs_fats,dairy_yogurt_kefir
12325,Pasta bolognese 335 g,Pasta,335 g,6409100070328,dry_preserves,dry_pasta_rice,dry_preserves,dry_ready_meals_jars
12330,SAARIOINEN Singipitsa 200 g,SAARIOINEN Singipitsa,200 g,6412000034529,,,dry_preserves,dry_ready_meals_jars
12332,Salakis naturaalne kreeka jogurt 10% 1kg,Salakis,1 kg,5709281011150,dairy_eggs_fats,dairy_yogurt_kefir,dairy_eggs_fats,dairy_yogurt_kefir
12333,"Camembert juust pähklitega, 120 g",Camembert,120 g,5906207370074,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12342,"Xtra salatijuust õlis, 300 g",Xtra,300 g,7340011445630,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12362,"Castelli Parmigiano Reggiano riivjuust, 70 g",Castelli Parmigiano,70 g,8001868002917,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12370,"Rainbow ökoloogiline või, 250 g",Rainbow,250 g,6414893096271,dairy_eggs_fats,dairy_other,dairy_eggs_fats,dairy_butter_margarine
12371,"X-tra Emmentali juust, viilutatud, 150g",X-tra Emmentali,150 g,7340191172197,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
12377,Mikaado vaarikatarretis 80 g,Mikaado,80 g,4740140200064,,,dry_preserves,dry_flour_sugar_baking
12380,"Pasta-singisalat, 800 g","Pasta-singisalat,",800 g,4740184600363,produce,,dry_preserves,dry_ready_meals_jars
12398,"Keefirijook maasika-vanilje, HELLUS, 1 kg",Hellus,1 kg,4740036017936,,,dairy_eggs_fats,dairy_yogurt_kefir
12401,Žemaitijos kohupiim 9% rasva 180g,Žemaitijos,180 g,4770299395755,dairy_eggs_fats,dairy_cottage_quark,dairy_eggs_fats,dairy_cottage_quark
12407,"Xtra riivitud juust ja taimerasva toode, 500 g",Xtra,500 g,7340011300755,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
