product_id,name,brand,size_text,ean,current_food_group,current_sub_code,canonical_main_code,canonical_sub_code
41043,Heavenly sidruni limonaad 330ml,Heavenly,330 ml,4744433010026,,,drinks,drinks_soft_soda
41045,"Mull õunasiider 5,5%vol 330ml",Mull,330 ml,4744166011604,,,drinks,drinks_beer_cider
41047,"Mastri Vernacoli Pinot Grigio Rosato KGT vein 12,5%vol 750ml",Mastri Vernacoli,750 ml,8007890007296,,,drinks,drinks_wine
41072,Glen Turner 12 YO Single Malt Whisky karbis 700ml,Glen Turner,700 ml,3147697523508,,,drinks,drinks_spirits
41079,"Oakheart Original Spiced muu piiritusjook 32,5%vol 500ml",Oakheart Original,500 ml,5010677160018,drinks,drinks_spirits,drinks,drinks_spirits
41089,Belii Aist Divin 5* VSOP Brandy 40%vol 500 ml,Belii Aist,500 ml,4840048000848,,,drinks,drinks_spirits
41099,Koch Brandy VSOP 38%vol 500 ml,Koch Brandy,500 ml,4742883016087,,,drinks,drinks_spirits
41102,Aito Mandariinimahl värskelt pressitud 1L,Aito Mandariinimahl,1 l,6405904070038,,,drinks,drinks_juices
41105,"Kada Rabarberi Gin 37,5%vol 500ml",Kada Rabarberi,500 ml,4742883015868,,,drinks,drinks_spirits
41110,Larsen VSOP Cognac karbis 40%vol 500ml,Larsen VSOP,500 ml,3272512000503,,,drinks,drinks_spirits
41115,ICONFIT Pre Workout Shot 60ML - Apelsin,ICONFIT Pre,60 ml,4744130015539,,,drinks,drinks_sport
41117,"Mahe broileri koib, kg",Mahe,,2324011100008,sauces_oils,oils_other,meat_fish,meat_poultry
41120,Aramis V.S.O.P Piiritusjook 30%vol 200ml,Aramis V.S.O.P,200 ml,4740158003961,,,drinks,drinks_spirits
41125,Heavenly Lemonade mango-granadillimaitseline karboniseeritud karastusjook 330 ml,Heavenly Lemonade,330 ml,4744433010156,,,drinks,drinks_soft_soda
41126,"Maori Bay Semillion Chardonnay GT vein 12,5%vol 750ml",Maori Bay,750 ml,4044551066531,,,drinks,drinks_wine
41133,Artic Sport banaani-šokolaadi proteiinijook 330ml,Artic Sport,330 ml,4740098002130,,,drinks,drinks_sport
41143,Fruuti mustsõstra-õunamhl 750ml,Fruuti,750 ml,4779035930335,,,drinks,drinks_juices
41148,Fontana greibimahl 100% 1L,Fontana,1 l,5290074002467,,,drinks,drinks_juices
41149,Chupa Chups Crazy Dips pulgakomm prõksuva suhkrupuruga 14 g,Chupa Chups,14 g,8410031953893,,,sweets_snacks,sweets_candies
41150,"Apelsinimahl, DON SIMON, 1 L",Don Simon,1 l,8410261608532,,,drinks,drinks_juices
41171,Garage Hardcore Tropical muu alkohoolne jook 6%vol 500ml,Garage Hardcore,500 ml,4740019002621,,,drinks,drinks_beer_cider
41175,"Cido xl tomatimahl 1,5l",Cido,1.5 l,4750042804307,,,drinks,drinks_juices
41183,Remedia Mango-Passion liköör 18%vol 500ml,Remedia Mango-Passion,500 ml,4740034017792,,,drinks,drinks_spirits
41190,Aitäh valik piimašokolaadikomme 226g,Aitäh,226 g,4740012028697,sweets_snacks,sweets_chocolate_bars,sweets_snacks,sweets_candies
41194,Somersby Apple siider 1L,Somersby Apple,1 l,4740019767308,,,drinks,drinks_beer_cider
41196,Courvoisier VSOP Cognac karbis 40%vol 500ml,Courvoisier VSOP,500 ml,3049197210868,,,drinks,drinks_spirits
41197,Laima mustikamaitseline sefiir 200 g,Laima,200 g,4750011848646,,,sweets_snacks,sweets_candies
41202,"Johann Brunner Pinot Grigio KPN vein 12,5%vol 750ml",Johann Brunner,750 ml,4044551068900,,,drinks,drinks_wine
41215,Grand Marnier Cordon Rouge liköör 40%vol 500ml,Grand Marnier,500 ml,3018300000412,,,drinks,drinks_spirits
