product_id,name,brand,size_text,ean,current_food_group,current_sub_code,canonical_main_code,canonical_sub_code
379803,Küpsised Milka Choco Brownie 150g,Milka,,,dairy_eggs_fats,dairy_milk,sweets_snacks,sweets_biscuits_cookies
379804,"Õlu Estrella De Levante 4,8%vol 0,5l prk",Estrella Damm,,,drinks,drinks_beer_cider,drinks,drinks_beer_cider
379805,Juust Tilsit viilutatud Valio 150g,Valio,,,dairy_eggs_fats,dairy_cheese_slices,cheese,dairy_cheese_slices
379806,Juust lambapiimast Perail Papillon 150g,Papillon,,,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
379807,Kaeraküpsis võiga Eesti Wärk 180g,Eesti Wärk,,,dairy_eggs_fats,dairy_butter_margarine,sweets_snacks,sweets_biscuits_cookies
379808,Spargel roheline 250g,Määramata,,,dry_preserves,dry_other,produce,produce_root_veg
379809,Mahejogurt Saaremaa mustsõstardega 180g,Saare,,,dairy_eggs_fats,dairy_yogurt_kefir,dairy_eggs_fats,dairy_yogurt_kefir
379810,Püree Hipp õuna-banaani-küpsise 4k öko 100g,Hipp,,,sweets_snacks,sweets_biscuits_cookies,baby,baby_food_pouches
379811,Whisky Black Ram 40%vol 200ml,Black Ram,,,drinks,drinks_spirits,drinks,drinks_spirits
379812,Müslibatoon piimašokolaadiga ICA Basic 6x25g,ICA Basic,,,dairy_eggs_fats,dairy_milk,sweets_snacks,sweets_chocolate_bars
379813,Pajaroog Itaalia Bla Band 150g,Bla Band,,,dry_preserves,dry_other,dry_preserves,dry_ready_meals_jars
379814,Makaronid Penne Mezzane Pasta Reggia 500g,Reggia,,,dry_preserves,dry_pasta_rice,dry_preserves,dry_pasta_rice
379816,Küpsis Choc & Choc Milka 150g,Milka,,,dairy_eggs_fats,dairy_milk,sweets_snacks,sweets_biscuits_cookies
379817,Munad Nordic Egg A/LM Nr.2 10tk,Nordic Egg,,,dairy_eggs_fats,dairy_eggs,dairy_eggs_fats,dairy_eggs
379818,Kohupiimatasku võiga Eesti Pagar 150g,Eesti Pagar,,,dairy_eggs_fats,dairy_cottage_quark,bakery,bakery_sweet_buns_donuts
379819,"Kaitstud geograafilise tähisega vein Villa Antinori Toscana 0,75l",Antinori,,,drinks,drinks_wine,drinks,drinks_wine
379820,"Mänguasi autot kinkekarbis 3tk HW, värvi ja kujundus võivad erineda",Hot Wheels,,,dairy_eggs_fats,dairy_butter_margarine,household,hh_other
379821,"Kaitstud päritolunimetusega kvaliteetvahuvein Veuve Doussot Blanc de Blancs Brut 12,5%vol 0,75l",Veuve Doussot,,,drinks,drinks_wine,drinks,drinks_wine
379822,Filtrikohv Segafredo Pausa 450g,Segafredo,,,drinks,drinks_other,drinks,drinks_tea_coffee
379823,Tüümian potis Hansa Herbs,Hansa Herbs,,,dry_preserves,dry_other,produce,produce_herbs_salads_sprouts
379824,"Juuksehari Canpol 2/417, värvi ja kujundus võivad erineda",Canpol Babies,,,dairy_eggs_fats,dairy_butter_margarine,baby,baby_care
379826,Mahe õuna-pirni mahl BIB Dagö Berry 3l,Dagö Berry,,,drinks,drinks_juices,drinks,drinks_juices
379827,Salaami Palermo Rakvere 110g,Rakvere,,,dry_preserves,dry_other,meat_fish,meat_sausages
379828,Sulatatud juust Laughing Cow 120g,La Vache Qui Rit,,,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
379829,"Piim Alma kile 2,5% 1l",Alma,,,dairy_eggs_fats,dairy_milk,dairy_eggs_fats,dairy_milk
379830,Sprotid Rannaküla õlis 250g klaas,Rannaküla,,,sauces_oils,oils_other,dry_preserves,dry_canned_meat_fish
379831,"Kaitstud päritolunimetusega vein Ruppertsberger Gewürztraminer Hofstück 0,75l",Ruppertsberger,,,drinks,drinks_wine,drinks,drinks_wine
379832,"Muu alkohoolne jook Smirnoff Ice magusainetega 4%vol 0,275l",Smirnoff Ice,,,bakery,bakery_buns_croissants,drinks,drinks_other
379833,Mais duopakk Bonduelle 2x170g/2x140g,Bonduelle,,,dry_preserves,dry_canned_veg,dry_preserves,dry_canned_veg
379834,Koore-iiris Kass Artur 180g,Väike Väänik,,,dairy_eggs_fats,dairy_cream_sourcream,sweets_snacks,sweets_candies
379835,Kana-klimbisupp Mamma 300g,Mamma,,,meat_fish,meat_poultry,dry_preserves,dry_soups_noodles
379836,Juustusupp saiakuubikutega Maggi 19g,Maggi,,,dairy_eggs_fats,dairy_cheese_slices,dry_preserves,dry_soups_noodles
379837,Sinine toiduvärv Dr.Oetker 10g,Dr.Oetker,,,dry_preserves,dry_other,dry_preserves,dry_flour_sugar_baking
379838,Šokolaaditahvel KitKat soolakaramelliga 99g,Kitkat,,,sweets_snacks,sweets_chocolate_bars,sweets_snacks,sweets_chocolate_bars
379839,"Banaan Cavendish 1kl, kg",Määramata,,,produce,produce_tropical,produce,produce_tropical
379840,Mereandide segu külmutatud blanšeeritud Nowaco 320g,Nowaco,,,frozen_food,frozen_other,frozen_food,frozen_fish
379841,"Täismahl Semu mustika 0,5l",Semu,,,drinks,drinks_juices,drinks,drinks_juices
379842,Toorjuust vaniljega Piimameister Otto 400g,Piimameister Otto,,,dairy_eggs_fats,dairy_cheese_slices,cheese,cheese_regular
379843,Taimne vorst Salami Milano Veganic 80g,Veganic,,,meat_fish,meat_sausages,dry_preserves,dry_other
