product_id,name,brand,size_text,current_food_group,current_sub_code,category_1,category_2,category_3,source_url,image_url,last_seen_utc,food_group,sub_code,food_group_corrected,new_sub_code,confidence,reason,food_group_corrected_prev_v4,new_sub_code_prev_v4,confidence_prev_v4,reason_prev_v4
38787,"Puuvilja purutee õun, hibiskus, kibuvitsa, metsmaasika 90g",Puuvilja,90 g,produce,,,,,https://prismamarket.ee/en/toode/puuvilja-purutee-oun-hibiskus-kibuvitsa-metsmaasika-90g/4770521660088,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4770521660088.jpg,2025-08-31 15:35:17.492375+00,produce,,produce,produce_apples_pears,high,apples/pears,,,,
38803,Les Sonnailles Rouge vein 11%vol 3 l,Les Sonnailles,3 l,other,,,,,https://prismamarket.ee/en/toode/les-sonnailles-rouge-vein-11vol-3-l/3660989262959,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/3660989262959.webp,2025-11-04 02:01:21.817598+00,other,,other,dry_other,low,no hard rule match,,,,
38807,Marli tomatimahl 100% 1 l,Marli,1 l,other,,,,,https://prismamarket.ee/en/toode/marli-tomatimahl-100-1-l/6415130041719,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6415130041719.jpg,2025-08-31 15:35:22.290096+00,other,,other,dry_other,low,no hard rule match,,,,
38810,Karksi Kirss aromatiseeritud puuviljavein 11%vol 750ml,Karksi Kirss,750 ml,produce,,,,,https://prismamarket.ee/toode/karksi-kirss-aromatiseeritud-puuviljavein-11vol-750ml/4740111012207,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740111012207.jpg,2025-08-31 15:35:24.625842+00,produce,,produce,produce_root_veg,low,no hard rule match,,,,
38812,Fever-Tree ginger ale toonik 500ml,Fever-Tree,500 ml,other,,,,,https://prismamarket.ee/en/toode/fever-tree-ginger-ale-toonik-500ml/4751017241028,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4751017241028.jpg,2025-08-31 15:35:27.265884+00,other,,drinks,drinks_spirits,high,spirits keyword,,,,
38823,"Kohvioad mahe espresso, Jaanus 1 kg",Kohvioad,1 kg,other,,,,,https://prismamarket.ee/en/toode/kohvioad-mahe-espresso-jaanus-1-kg/4742650001025,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742650001025.jpg,2025-08-31 15:35:29.213209+00,other,,drinks,drinks_coffee_beans_capsules,high,coffee beans/capsules,,,,
38827,Star Dollar 3 Golden Harmony Muu Piiritusjook 30%vol 200ml,Star Dollar,200 ml,other,,,,,https://prismamarket.ee/en/toode/star-dollar-3-golden-harmony-muu-piiritusjook-30vol-200ml/4033209008047,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4033209008047.jpg,2025-08-31 15:35:31.70025+00,other,,other,dry_other,low,no hard rule match,,,,
38831,Pepsi vanilli- ja koolamaitseline karastusjook suhkruvaba 330 ml,Pepsi,330 ml,other,,,,,https://prismamarket.ee/toode/pepsi-vanilli-ja-koolamaitseline-karastusjook-suhkruvaba-330-ml/4745090382471,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4745090382471.jpg,2025-08-31 15:35:33.491025+00,other,,drinks,drinks_soft_soda,high,soft drink keyword,,,,
38832,BOOMZA! PUUVILJAMAITSELISE GLAS.POPKORN,BOOMZA! PUUVILJAMAITSELISE,,produce,,,,,https://prismamarket.ee/toode/boomza-puuviljamaitselise-glaspopkorn/4820196732044,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4820196732044.jpg,2025-08-31 15:35:35.902475+00,produce,,produce,produce_root_veg,low,no hard rule match,,,,
38853,Clausthaler Lemon alkoholivaba õlu 330 ml,Clausthaler Lemon,330 ml,other,,,,,https://prismamarket.ee/toode/clausthaler-lemon-alkoholivaba-olu-330-ml/4053400268545,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4053400268545.jpg,2025-08-31 15:35:38.446603+00,other,,drinks,drinks_beer_cider,high,beer/cider keyword,,,,
38863,Clausthaler Classic alkoholivaba hele õlu 500 ml,Clausthaler Classic,500 ml,other,,,,,https://prismamarket.ee/en/toode/clausthaler-classic-alkoholivaba-hele-olu-500-ml/4053400001579,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4053400001579.jpg,2025-08-31 15:35:40.766477+00,other,,drinks,drinks_beer_cider,high,beer/cider keyword,,,,
38869,Dr. Active mango-apelsini mahlajook 500ml,Dr. Active,500 ml,other,,,,,https://prismamarket.ee/toode/dr-active-mango-apelsini-mahlajook-500ml/4740051000326,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740051000326.jpg,2025-08-31 15:35:43.979594+00,other,,other,dry_other,low,no hard rule match,,,,
38886,"Õllenaut Must Eksport õlu 7,9%vol 330 ml",Õllenaut Must,330 ml,other,,,,,https://prismamarket.ee/en/toode/ollenaut-must-eksport-olu-7-9vol-330-ml/4744045010360,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4744045010360.jpg,2025-08-31 15:35:46.064721+00,other,,drinks,drinks_beer_cider,high,beer/cider keyword,,,,
38900,Koch VSOP Brandy 38%vol 200ml,Koch VSOP,200 ml,other,,,,,https://prismamarket.ee/en/toode/koch-vsop-brandy-38vol-200ml/4742883016063,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742883016063.jpg,2025-08-31 15:35:50.931142+00,other,,other,dry_other,low,no hard rule match,,,,
38915,"MALTOOSA 1 L 1,2 KG",MALTOOSA,1 l,other,,,,,https://prismamarket.ee/en/toode/maltoosa-1-l-1-2-kg/4742454000019,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742454000019.jpg,2025-08-31 15:35:53.034874+00,other,,other,dry_other,low,no hard rule match,,,,
38937,Glenmorangie Original 12YO SM Whisky 40%vol 700 ml,Glenmorangie Original,700 ml,other,,,,,https://prismamarket.ee/en/toode/glenmorangie-original-12yo-sm-whisky-40vol-700-ml/5010494990300,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5010494990300.jpg,2025-08-31 15:35:55.167617+00,other,,drinks,drinks_spirits,high,spirits keyword,,,,
38938,Fun Light jäätee kontsentraat virsiku 500ml,Fun Light,500 ml,other,,,,,https://prismamarket.ee/en/toode/fun-light-jaatee-kontsentraat-virsiku-500ml/6417802390590,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6417802390590.jpg,2025-08-31 15:35:57.25672+00,other,,other,dry_other,low,no hard rule match,,,,
38947,Kohvifiltrid valged 1 x 4 / 80,Kohvifiltrid,,other,,,,,https://prismamarket.ee/toode/kohvifiltrid-valged-1-x-4-80/4006508200450,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4006508200450.jpg,2025-08-31 15:35:59.349232+00,other,,other,dry_other,low,no hard rule match,,,,
38980,Evan Williams Bourbon Whisky 43%vol 700ml,Evan Williams,700 ml,other,,,,,https://prismamarket.ee/en/toode/evan-williams-bourbon-whisky-43vol-700ml/0096749021345,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/0096749021345.jpg,2025-08-31 15:36:04.172694+00,other,,other,dry_other,low,no hard rule match,,,,
38981,"Kodune õunamahl, 3l",Kodune,3 l,other,,,,,https://prismamarket.ee/en/toode/kodune-ounamahl-3l/4744084010864,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4744084010864.jpg,2025-08-31 15:36:06.694224+00,other,,produce,produce_apples_pears,high,apples/pears,,,,
38986,Coop õunamahl 1L,Coop,1 l,other,,,,,https://prismamarket.ee/toode/coop-ounamahl-1l/7340191162310,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191162310.jpg,2025-08-31 15:36:08.324+00,other,,produce,produce_apples_pears,high,apples/pears,,,,
38988,Baron Rosen Medum Sweet Riesling vein 9%vol 1L,Baron Rosen,1 l,other,,,,,https://prismamarket.ee/toode/baron-rosen-medum-sweet-riesling-vein-9vol-1l/8600133105669,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8600133105669.jpg,2025-08-31 15:36:10.824847+00,other,,drinks,drinks_wine,high,wine keyword,,,,
38989,BONBON ROCK MIX PULGAKOMM 13G,BONBON ROCK,13 g,other,,,,,https://prismamarket.ee/en/toode/bonbon-rock-mix-pulgakomm-13g/0000064031453,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/0000064031453.jpg,2025-08-31 15:36:12.910369+00,other,,other,dry_other,low,no hard rule match,,,,
38990,"Hapukapsamahl, TARPLAN, 250 ml",Hapukapsamahl,250 ml,other,,,,,https://prismamarket.ee/en/toode/hapukapsamahl-250-ml/4740159001799,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740159001799.jpg,2025-08-31 15:36:14.936778+00,other,,other,dry_other,low,no hard rule match,,,,
38998,Pohlamaitseline kergelt gaseeritud vesi,Pohlamaitseline,,other,,,,,https://prismamarket.ee/en/toode/pohlamaitseline-kergelt-gaseeritud-vesi/4740098083511,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740098083511.jpg,2025-08-31 15:36:17.800851+00,other,,drinks,drinks_water,high,carbonated water,,,,
39002,"Schär Pain campagnard sai, gluteenivaba 240 g",Schär Pain,240 g,other,,,,,https://prismamarket.ee/en/toode/schar-pain-campagnard-sai-gluteenivaba-240-g/8008698002599,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8008698002599.webp,2025-11-04 02:01:26.503604+00,other,,bakery,bakery_buns_croissants,high,buns/croissants,,,,
39007,Totino Music Edition R&nberry Cosmopolitan aromatiseeritud puuviljavein 14%vol 1 l,Totino Music,1 l,produce,,,,,https://prismamarket.ee/en/toode/totino-music-edition-randnberry-cosmopolitan-aromatiseeritud-puuviljavein-14vol-1-l/5901064774348,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5901064774348.jpg,2025-08-31 15:36:22.81801+00,produce,,produce,produce_root_veg,low,no hard rule match,,,,
39010,"JP. Chenet Cabernet Syrah KGT vein 13,5%vol 3L",JP. Chenet,3 l,other,,,,,https://prismamarket.ee/en/toode/jp-chenet-cabernet-syrah-kgt-vein-13-5vol-3l/3500610027468,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/3500610027468.jpg,2025-08-31 15:36:25.518182+00,other,,drinks,drinks_wine,high,wine keyword,,,,
39011,Olmeca Blanco Tequila piiritusjook 35%vol 700ml,Olmeca Blanco,700 ml,other,,,,,https://prismamarket.ee/en/toode/olmeca-blanco-tequila-piiritusjook-35vol-700ml/0080432115251,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/0080432115251.jpg,2025-08-31 15:36:27.336242+00,other,,other,dry_other,low,no hard rule match,,,,
