product_id,name,brand,size_text,ean,current_food_group,current_sub_code,canonical_main_code,canonical_sub_code
421060,Premium majonees FELIX 445g,Felix,445 g,,sauces_oils,sauces_ketchup_mayo,sauces_oils,sauces_ketchup_mayo
421061,Proteiinijogurt TERE Fit karamell 150g,Tere,150 g,,dairy_eggs_fats,dairy_yogurt_kefir,dairy_eggs_fats,dairy_yogurt_kefir
421062,Hele ciabatta kukkel EESTI PAGAR 210g,Eesti Pagar,210 g,,bakery,bakery_buns_croissants,bakery,bakery_buns_croissants
421063,Jõhvikajook PÕLTSAMAA 1L,Põltsamaa,1 l,,produce,produce_berries,drinks,drinks_juices
421066,Jahv.kohv Top PELLINI 250g,Pellini,250 g,,drinks,drinks_other,drinks,drinks_coffee_beans_capsules
421067,Prot.jog.jook VALIO Profeel kirsi 275g,Valio,275 g,,dry_preserves,dry_other,dairy_eggs_fats,dairy_yogurt_kefir
421069,Prot.jog.jook VALIO Profeel metsmar.275g,Valio,275 g,,dry_preserves,dry_other,dairy_eggs_fats,dairy_yogurt_kefir
421070,Jogurt WELL DONE virsik 350g,Well Done,350 g,,dairy_eggs_fats,dairy_yogurt_kefir,dairy_eggs_fats,dairy_yogurt_kefir
421071,Joogijogurt ALMA maasika-nektariini 900g,Alma,900 g,,drinks,drinks_juices,dairy_eggs_fats,dairy_yogurt_kefir
421072,Peenleib juuretise FAZER 500g,Fazer,500 g,,bakery,bakery_bread_loaves,bakery,bakery_bread_loaves
421073,Poolsuitsuvorst Tõmmu juustuga WÕRO 350g,Wõro,350 g,,dairy_eggs_fats,dairy_cheese_slices,meat_fish,meat_gourmet
421074,Kohuke želeetükikestega WELL DONE 45g,Well Done,45 g,,dry_preserves,dry_other,dairy_eggs_fats,dairy_cottage_quark
421075,Rosmariin WELL DONE 20g,Well Done,20 g,,dry_preserves,dry_other,produce,produce_herbs_salads_sprouts
421076,Perenaisesai EESTI PAGAR 320g,Eesti Pagar,320 g,,bakery,bakery_buns_croissants,bakery,bakery_buns_croissants
421077,Kohupiimakreem ALMA kirsikisselliga 140g,Alma,140 g,,dairy_eggs_fats,dairy_cottage_quark,dairy_eggs_fats,dairy_cottage_quark
