product_id,name,brand,size_text,ean,current_food_group,current_sub_code,canonical_main_code,canonical_sub_code
418324,Pesukaitsmed Discreet Normal 60 Tk,Always,60 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418325,Pesukaitsmed Discreet Waterlily 20 Tk,Always,20 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418326,Pesukaitsmed Libresse Classic 50 Tk,Libresse,50 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418327,Pesukaitsmed Libresse Naturalnormal 40 Tk,Libresse,40 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418328,Pesukaitsmed Libresse Normal 40 Tk,Libresse,40 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418329,Pesukaitsmed Libresse String 30 Tk,Libresse,30 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418330,Pesukaitsmed Naturella Light Kummel 20 Tk,Naturella,20 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418331,Pesukaitsmed Tena Discreet Mini 34 Tk,Tena,34 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418332,Pesukaitsmed Tena Discreetultramini 28 Tk,Tena,28 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418333,Tampoonid Bella Regular 16 Tk,Bella,16 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418334,Tampoonid O B Original Normal 16 Tk,O.B.,16 tk,,drinks,drinks_spirits,personal_care,pcare_feminine_hygiene
418335,Tampoonid O B Original Normal 32 Tk,O.B.,32 tk,,drinks,drinks_spirits,personal_care,pcare_feminine_hygiene
418336,Tampoonid O B Original Super 16 Tk,O.B.,16 tk,,drinks,drinks_spirits,personal_care,pcare_feminine_hygiene
418337,Tampoonid O B Original Super Plus 16 Tk,O.B.,16 tk,,drinks,drinks_spirits,personal_care,pcare_feminine_hygiene
418338,Tampoonid O B Pro Comfort Mini 16 Tk,O.B.,16 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
418339,Tampoonid O B Pro Comfort Normal 16 Tk,O.B.,16 tk,,dry_preserves,dry_other,personal_care,pcare_feminine_hygiene
